tweet_id,favorites,retweet_count
732585889486888962,3867,822
732726085725589504,3702,946
732732193018155009,2563,574
733109485275860992,51588,17960
733460102733135873,4417,1366
733482008106668032,3292,1014
733822306246479872,3850,1078
733828123016450049,3771,829
734776360183431168,2634,583
734787690684657664,13184,6737
734912297295085568,2870,550
735137028879360001,3283,1038
735256018284875776,3505,949
735274964362878976,13640,5426
735635087207878657,6480,2512
735648611367784448,4204,1175
735991953473572864,3769,1229
736010884653420544,8285,3185
736225175608430592,8535,2964
736365877722001409,4184,1342
736736130620620800,4530,1856
737310737551491075,15414,7932
737322739594330112,3787,869
737445876994609152,10796,4774
737678689543020544,5294,1430
737800304142471168,10486,3704
737826014890496000,5533,1883
738156290900254721,2661,700
738166403467907072,9249,3645
738184450748633089,4525,1295
738402415918125056,3422,905
738537504001953792,5352,1671
738883359779196928,3507,870
738885046782832640,3953,1223
739238157791694849,121715,62197
739485634323156992,7556,3149
739544079319588864,41692,22910
739606147276148736,5659,1773
739844404073074688,3985,915
739932936087216128,4256,1155
739979191639244800,20983,6342
740214038584557568,7022,2106
740359016048689152,3464,916
740365076218183684,2607,469
740373189193256964,36531,14245
740676976021798912,19074,7283
740699697422163968,2978,839
740711788199743490,3582,999
740995100998766593,6724,2966
741067306818797568,9933,3312
741303864243200000,9219,3471
741438259667034112,3862,896
741743634094141440,8599,2965
741793263812808706,4790,1616
742150209887731712,5400,1671
742161199639494656,4565,1472
742385895052087300,7151,2135
742423170473463808,10340,4072
742465774154047488,7639,4166
742528092657332225,4666,2136
743210557239623680,4029,1462
743222593470234624,6520,2041
743253157753532416,4455,1307
743510151680958465,8316,3962
743545585370791937,3711,1002
743595368194129920,19438,7046
743609206067040256,4715,1478
743895849529389061,3832,1027
743980027717509120,4374,1168
744234799360020481,164712,83935
744334592493166593,7128,2296
744709971296780288,5880,1674
744971049620602880,8294,2891
744995568523612160,3128,671
745057283344719872,7614,2444
745314880350101504,7547,2980
745422732645535745,9025,2609
745433870967832576,7479,2726
745712589599014916,7362,2489
745789745784041472,4245,1146
746056683365994496,3738,874
746131877086527488,7275,2366
746369468511756288,6489,1767
746507379341139972,4876,1162
746726898085036033,6362,1925
746790600704425984,5144,1711
746818907684614144,5581,1855
746872823977771008,6318,2309
746906459439529985,3045,318
747103485104099331,10094,4297
747204161125646336,3567,992
747219827526344708,5568,1703
747461612269887489,4077,1112
747512671126323200,5852,1707
747594051852075008,3896,1132
747600769478692864,2446,591
747816857231626240,5117,1253
747844099428986880,2959,809
747885874273214464,3114,1062
747933425676525569,6987,2751
747963614829678593,6100,2312
748307329658011649,3870,770
748324050481647620,3902,826
748346686624440324,5517,1337
748568946752774144,2301,726
748575535303884801,6402,2151
748692773788876800,4477,1436
748699167502000129,4998,1724
748705597323898880,2922,1022
748932637671223296,6176,2439
748977405889503236,11318,3666
749036806121881602,3277,843
749064354620928000,5060,1629
749317047558017024,5797,2391
749395845976588288,9096,3741
749403093750648834,2778,589
749417653287129088,6440,1802
749774190421639168,4914,1418
749981277374128128,5404,2644
749996283729883136,3208,874
750011400160841729,3433,984
750026558547456000,2870,853
750041628174217216,3359,670
750056684286914561,3317,969
750071704093859840,8315,3609
750086836815486976,2300,591
750101899009982464,3215,910
750117059602808832,4580,1406
750132105863102464,3846,1374
750147208377409536,3278,1043
750383411068534784,4811,1227
750429297815552001,13939,4651
750506206503038976,4698,1244
750719632563142656,13973,5454
750868782890057730,5051,1500
751132876104687617,5378,1411
751205363882532864,6676,1977
751251247299190784,13228,6338
751456908746354688,3385,1078
751538714308972544,5331,1373
751583847268179968,4662,1205
751598357617971201,8360,3291
751830394383790080,6139,2121
751937170840121344,5523,1456
752173152931807232,6297,1998
752309394570878976,0,18049
752334515931054080,4038,1190
752519690950500352,7809,3724
752660715232722944,4669,1707
752682090207055872,6343,1740
752917284578922496,7303,1704
753026973505581056,4122,1055
753294487569522689,3601,1127
753375668877008896,8086,2523
753398408988139520,6129,2078
753420520834629632,8391,3861
753655901052166144,6190,2356
754120377874386944,8302,2535
754449512966619136,3968,797
754482103782404096,5627,2111
754747087846248448,2733,568
754856583969079297,7288,2738
754874841593970688,0,8680
755110668769038337,22513,11998
755206590534418437,17447,5829
755955933503782912,7781,3130
756275833623502848,6828,1650
756288534030475264,45365,18933
756303284449767430,4190,1176
756526248105566208,11028,3916
756651752796094464,5375,1424
756939218950160384,7060,2178
756998049151549440,6647,2153
757354760399941633,4784,1543
757393109802180609,6197,1893
757400162377592832,16073,7406
757596066325864448,4615,1145
757597904299253760,0,315
757611664640446465,4837,1213
757725642876129280,4816,1319
757729163776290825,0,8783
757741869644341248,7302,3530
758041019896193024,2872,406
758355060040593408,3649,1178
758405701903519748,5515,2091
758467244762497024,5100,2418
758474966123810816,4059,1077
758740312047005698,6074,1740
758828659922702336,11868,4157
758854675097526272,3769,968
759047813560868866,6916,2189
759099523532779520,15438,4526
759159934323924993,0,1262
759197388317847553,6432,2114
759447681597108224,9007,2658
759557299618865152,4996,1271
759566828574212096,0,22910
759793422261743616,6324,2062
759846353224826880,7137,2149
759923798737051648,15604,6155
760190180481531904,6058,1963
760252756032651264,4186,938
760290219849637889,28476,12466
760539183865880579,8047,3941
760641137271070720,5263,1404
760656994973933572,7021,2094
760893934457552897,4057,1056
761004547850530816,12024,3768
761227390836215808,5650,1691
761292947749015552,4746,1192
761334018830917632,5537,1574
761371037149827077,0,19496
761599872357261312,4387,1276
761672994376806400,52670,31526
761745352076779520,4523,935
761750502866649088,0,4277
761976711479193600,5744,2196
762035686371364864,34036,16945
762316489655476224,5122,1226
762464539388485633,10978,4569
762471784394268675,11998,7036
762699858130116608,12944,3935
763103485927849985,7825,2480
763183847194451968,5748,1602
763837565564780549,13413,4539
764259802650378240,6438,1651
764857477905154048,6836,1925
765222098633691136,12359,3681
765371061932261376,7551,2347
765395769549590528,28086,3690
765669560888528897,5531,1324
765719909049503744,7714,2340
766008592277377025,3982,537
766069199026450432,4548,937
766078092750233600,0,2829
766313316352462849,7213,2045
766423258543644672,6408,1736
766693177336135680,4298,862
766793450729734144,5403,1475
767122157629476866,10787,3106
767191397493538821,13073,4147
767500508068192258,7967,2539
767754930266464257,17076,5864
767884188863397888,5063,1528
768193404517830656,11617,3858
768473857036525572,14528,3727
768596291618299904,5345,1388
768609597686943744,4380,1321
768855141948723200,4462,968
768970937022709760,15346,7124
769212283578875904,5746,1868
769695466921623552,6807,1804
769940425801170949,33517,10520
770069151037685760,8077,2509
770093767776997377,0,3312
770293558247038976,6652,1625
770414278348247044,6707,2245
770655142660169732,7804,1895
770772759874076672,5537,1540
770787852854652928,5284,1329
771004394259247104,0,240
771014301343748096,7324,1803
771102124360998913,6642,1563
771136648247640064,9800,3196
771171053431250945,0,8247
771380798096281600,11216,5559
771500966810099713,8820,2863
771770456517009408,12788,3710
772102971039580160,4271,1009
772114945936949249,2890,516
772117678702071809,3999,801
772152991789019136,4029,1223
772193107915964416,6404,1508
772581559778025472,6900,1844
772615324260794368,0,3681
772826264096874500,8510,2539
772877495989305348,9147,4225
773191612633579521,10648,4487
773247561583001600,10054,3501
773308824254029826,24778,8158
773547596996571136,23540,6729
773670353721753600,5676,1416
773704687002451968,7044,1783
773922284943896577,6825,1890
773985732834758656,11458,4235
774314403806253056,23224,6099
774639387460112384,7175,1900
774757898236878852,9119,1933
775085132600442880,16589,5167
775364825476165632,7932,3250
775729183532220416,13801,4989
775733305207554048,14788,4384
775842724423557120,12514,2928
775898661951791106,0,17960
776088319444877312,1959,166
776113305656188928,12549,4760
776201521193218049,10246,2759
776218204058357768,32059,17463
776477788987613185,9451,3066
776813020089548800,5212,1324
776819012571455488,0,15049
777189768882946048,15306,4741
777621514455814149,9377,2729
777641927919427584,0,4651
777684233540206592,11997,3227
777885040357281792,6799,1798
778027034220126208,7003,1776
778039087836069888,9062,2888
778286810187399168,11111,3622
778383385161035776,6237,1208
778396591732486144,0,13412
778408200802557953,14597,4763
778624900596654080,4975,1111
778650543019483137,6177,1632
778748913645780993,7379,1461
778990705243029504,21422,7973
779056095788752897,15826,4956
779123168116150273,12625,3985
779377524342161408,9435,3407
779834332596887552,20330,7772
780192070812196864,9312,2452
780459368902959104,5655,1175
780476555013349377,0,128
780496263422808064,0,4072
780543529827336192,6750,1903
780601303617732608,12925,3650
780800785462489090,5900,1424
780858289093574656,7699,2189
780931614150983680,23161,8050
781163403222056960,10448,2997
781251288990355457,9031,2303
781524693396357120,22226,6083
781661882474196992,11179,2973
781955203444699136,11891,3688
782021823840026624,0,6852
782305867769217024,17851,6121
782598640137187329,8319,2056
782722598790725632,18494,5924
782747134529531904,7997,1532
782969140009107456,25821,8080
783085703974514689,8715,2441
783334639985389568,31325,12872
783347506784731136,0,6150
783391753726550016,18061,6053
783466772167098368,9049,2476
783695101801398276,11193,3541
783821107061198850,7883,2153
783839966405230592,32207,11875
784431430411685888,6102,1408
784517518371221505,9617,2784
784826020293709826,10871,3550
785170936622350336,12983,5343
785264754247995392,7787,1798
785533386513321988,9764,2205
785639753186217984,8378,2437
785872687017132033,7170,2008
785927819176054784,12184,3475
786036967502913536,0,7772
786233965241827333,16423,5255
786363235746385920,11699,3859
786595970293370880,10099,3404
786664955043049472,11442,2822
786709082849828864,19508,6698
786963064373534720,28544,8792
787322443945877504,8366,1918
787397959788929025,11645,3120
787717603741622272,10973,3065
787810552592695296,9315,3359
788039637453406209,6594,1456
788070120937619456,0,3768
788150585577050112,6611,1434
788178268662984705,7771,2333
788412144018661376,16751,5844
788765914992902144,29460,11348
788908386943430656,29433,13636
789137962068021249,10427,3078
789268448748703744,9789,2836
789530877013393408,12645,3715
789599242079838210,7267,2134
789628658055020548,8080,1966
789986466051088384,9939,2555
790277117346975746,13470,3511
790337589677002753,8407,2059
790581949425475584,22212,7916
790698755171364864,8800,2102
790723298204217344,0,2555
790946055508652032,17852,5178
790987426131050500,10633,2359
791026214425268224,0,4539
791312159183634433,9444,2806
791406955684368384,14099,4546
791672322847637504,12630,3439
792050063153438720,7720,1982
792394556390137856,14468,4728
792773781206999040,7892,1855
792883833364439040,12165,4714
792913359805018113,15414,4431
793120401413079041,13648,4315
793135492858580992,6955,2757
793150605191548928,6629,1882
793165685325201412,10115,3070
793180763617361921,7439,2193
793195938047070209,16419,6200
793210959003287553,9612,3107
793226087023144960,10585,3155
793241302385262592,11303,3613
793256262322548741,21493,9192
793271401113350145,9296,2611
793286476301799424,26466,10160
793500921481273345,11498,2624
793601777308463104,8566,1806
793614319594401792,0,3439
793845145112371200,9888,2067
793962221541933056,18094,5398
794205286408003585,9878,3650
794332329137291264,10289,2921
794355576146903043,0,11348
794926597468000259,11054,2551
794983741416415232,0,3715
795076730285391872,17447,5990
795400264262053889,10862,3164
795464331001561088,53556,26286
796031486298386433,11607,4064
796080075804475393,9091,2565
796116448414461957,9775,2672
796149749086875649,34787,15797
796177847564038144,0,15797
796387464403357696,11830,4596
796484825502875648,8150,1946
796759840936919040,12767,3370
796865951799083009,8251,2100
797236660651966464,21477,7316
797545162159308800,15585,5360
797971864723324932,12516,3461
798209839306514432,11152,2828
798340744599797760,0,3710
798628517273620480,0,2166
798644042770751489,0,2039
798665375516884993,0,4287
798673117451325440,0,6116
798694562394996736,0,5471
798697898615730177,0,7184
798925684722855936,7994,1586
798933969379225600,14147,4944
799063482566066176,8700,2722
799297110730567681,10653,3060
799422933579902976,8646,2112
799757965289017345,9033,2389
799774291445383169,0,5167
800018252395122689,30507,14523
800141422401830912,16437,2828
800388270626521089,11975,3096
800443802682937345,0,4760
800459316964663297,10163,2387
800513324630806528,14118,3316
800751577355128832,11276,3059
801115127852503040,8684,2306
801167903437357056,26329,6556
801285448605831168,6508,919
801538201127157760,8812,2269
801958328846974976,8284,1884
802239329049477120,9750,2870
802265048156610565,7086,1503
802323869084381190,17456,6435
802572683846291456,9596,2755
802624713319034886,0,3227
802952499103731712,9695,2215
803276597545603072,10761,2723
803380650405482500,8316,2047
803638050916102144,11790,4558
803692223237865472,0,8187
803773340896923648,10780,3052
804026241225523202,47906,17868
804413760345620481,0,3550
804738756058218496,14739,4242
805207613751304193,8373,1879
805487436403003392,9409,2793
805520635690676224,6149,1816
805826884734976000,7068,2016
805932879469572096,8877,2107
805958939288408065,0,5924
806219024703037440,6891,1317
806242860592926720,0,12872
806542213899489280,10960,2609
806629075125202948,80605,38379
807010152071229440,13988,4213
807059379405148160,0,8080
807106840509214720,127397,61170
807621403335917568,15629,4055
808001312164028416,13487,3894
808106460588765185,9349,2415
808134635716833280,0,6556
808501579447930884,12100,2866
808733504066486276,8483,2390
808838249661788160,10835,3348
809084759137812480,14176,3856
809220051211603969,21375,6186
809448704142938112,7426,1616
809808892968534016,0,5398
809920764300447744,16607,4299
810254108431155201,15745,3693
810284430598270976,37987,12555
810657578271330305,11750,2912
810896069567610880,9697,1968
810984652412424192,5715,1578
811386762094317568,22393,7034
811627233043480576,13701,3442
811744202451197953,8086,1772
811985624773361665,7782,1546
812372279581671427,14682,4029
812466873996607488,8562,2118
812503143955202048,6507,1347
812709060537683968,7101,1572
812781120811126785,8112,2100
813051746834595840,22453,8061
813066809284972545,8522,2142
813081950185472002,10563,3045
813096984823349248,11266,3965
813112105746448384,11054,3028
813127251579564032,12690,3440
813142292504645637,9014,2594
813157409116065792,8301,2440
813172488309972993,9985,2102
813187593374461952,21231,4801
813202720496779264,9827,1974
813217897535406080,19996,8019
813800681631023104,8929,1929
813812741911748608,38896,15386
813910438903693312,9942,2067
813944609378369540,0,3511
814153002265309185,30789,9548
814530161257443328,9273,2035
814638523311648768,12057,2972
814986499976527872,8166,1422
815390420867969024,11076,4180
815639385530101762,8785,1807
815736392542261248,10524,2498
815966073409433600,23994,9327
815990720817401858,5338,1142
816014286006976512,0,5833
816091915477250048,9536,2365
816336735214911488,9185,2146
816450570814898180,32677,8899
816697700272001025,10476,2427
816816676327063552,10686,2233
816829038950027264,0,5178
817056546584727552,9157,1816
817120970343411712,13002,2877
817171292965273600,9317,2204
817181837579653120,0,9327
817415592588222464,5992,1056
817423860136083457,36546,16406
817536400337801217,12607,3326
817777686764523521,11422,2930
817827839487737858,55386,29757
818145370475810820,13113,2843
818259473185828864,11776,2509
818536468981415936,11646,2715
818588835076603904,0,6729
818614493328580609,10532,2831
818627210458333184,23675,8152
819004803107983360,92180,40173
819006400881917954,48163,20714
819015331746349057,0,20714
819015337530290176,0,40173
819227688460238848,24624,7330
819347104292290561,7702,1323
819588359383371776,10198,2153
819711362133872643,14361,3434
819924195358416896,13716,5296
819952236453363712,5669,1298
820078625395449857,21137,6880
820314633777061888,3551,620
820446719150292993,0,2828
820690176645140481,13004,3531
820749716845686786,33615,10842
821044531881721856,13500,2505
821107785811234820,10215,2327
821149554670182400,9287,2199
821407182352777218,12546,4755
821522889702862852,8538,1934
821765923262631936,8969,1819
821813639212650496,0,3650
821886076407029760,12092,2558
822244816520155136,37270,10752
822462944365645825,30322,16013
822489057087389700,19324,7004
822610361945911296,15711,3239
822647212903690241,0,7004
822859134160621569,14063,2493
822872901745569793,140815,47877
822975315408461824,18386,3754
823269594223824897,0,10752
823322678127919110,16735,4384
823581115634085888,13856,2883
823699002998870016,13372,2640
823939628516474880,11314,2958
824297048279236611,15995,4216
824325613288833024,12514,11314
824663926340194305,10698,1892
824775126675836928,15909,3839
824796380199809024,0,5990
825026590719483904,6741,1396
825147591692263424,19429,4986
825535076884762624,55285,18723
825829644528148480,13521,2710
825876512159186944,11106,2034
826115272272650244,16627,3416
826204788643753985,5179,1015
826240494070030336,14085,2814
826476773533745153,19542,4562
826598365270007810,10694,2555
826848821049180160,38672,11120
826958653328592898,22877,5439
827199976799354881,11207,2439
827324948884643840,16814,3333
827600520311402496,7847,1030
827653905312006145,16340,3267
827933404142436356,21342,5679
828011680017821696,10984,2336
828046555563323392,12455,3108
828372645993398273,13271,3197
828376505180889089,7819,1154
828381636999917570,13377,2416
828408677031882754,8100,1394
828409743546925057,6662,1248
828650029636317184,10058,1463
828708714936930305,38767,12199
828770345708580865,27072,6368
829011960981237760,56103,17612
829141528400556032,25935,8049
829374341691346946,36623,10119
829449946868879360,11073,2204
829501995190984704,33580,11523
829861396166877184,12928,2123
829878982036299777,0,5439
830097400375152640,10384,3259
830583320585068544,70750,18247
830956169170665475,8427,1621
831262627380748289,12586,2224
831309418084069378,12395,2641
831315979191906304,6899,1210
831322785565769729,9716,1652
831552930092285952,9514,2485
831650051525054464,7583,2104
831670449226514432,11033,1963
831911600680497154,29221,7057
831939777352105988,25348,6641
832032802820481025,18830,5026
832040443403784192,0,10520
832215726631055365,0,10160
832273440279240704,11939,2524
832369877331693569,18111,3449
832397543355072512,12603,2404
832636094638288896,16747,3030
832757312314028032,17751,3921
832769181346996225,0,40
832998151111966721,14029,2395
833124694597443584,21286,5237
833479644947025920,15674,2232
833722901757046785,21826,3469
833826103416520705,18948,4039
833863086058651648,14133,2599
834086379323871233,13773,2398
834167344700198914,16609,3927
834209720923721728,21722,5168
834458053273591808,10140,1810
834574053763584002,14426,2739
834786237630337024,22289,5909
834931633769889797,11416,1783
835152434251116546,23649,3253
835172783151792128,27527,6190
835264098648616962,8160,1838
835297930240217089,17285,3229
835574547218894849,18730,3906
836001077879255040,20115,4626
836260088725786625,22376,4624
836380477523124226,15483,3186
836677758902222849,13261,2392
836753516572119041,20220,4971
836989968035819520,13385,2472
837110210464448512,16842,2575
837366284874571778,22213,5697
837471256429613056,13448,2466
837482249356513284,4030,476
837820167694528512,35928,8452
838083903487373313,18529,3390
838476387338051585,23731,5173
838561493054533637,11460,1423
838916489579200512,0,36
838921590096166913,11724,2231
839239871831150596,28563,7020
839290600511926273,0,154
839549326359670784,28877,8346
839990271299457024,14081,2464
840268004936019968,20209,6146
840370681858686976,17254,4881
840632337062862849,9397,1877
840696689258311684,12878,1048
841077006473256960,23962,5680
841314665196081154,16571,5022
841439858740625411,13219,3926
841680585030541313,26820,8292
841833993020538882,0,16406
842115215311396866,14648,3239
842163532590374912,25606,6200
842535590457499648,18917,3743
842765311967449089,7051,1360
842846295480000512,15904,3840
843235543001513987,22457,6457
843604394117681152,17636,2943
843856843873095681,22339,4936
844223788422217728,14226,2342
844580511645339650,17194,3350
844704788403113984,40407,11019
844973813909606400,15763,3421
844979544864018432,14216,2752
845306882940190720,24303,5738
845397057150107648,7954,1926
845677943972139009,26158,5087
845812042753855489,30523,9305
846042936437604353,16645,3076
846153765933735936,32997,9635
846514051647705089,46455,12321
846874817362120707,20890,4170
847116187444137987,22268,3395
847157206088847362,20742,6211
847251039262605312,21255,4557
847606175596138505,19499,3598
847842811428974592,5691,1423
847962785489326080,24404,5403
847971574464610304,0,454
848212111729840128,16932,3252
848324959059550208,25675,4862
848690551926992896,26116,4566
849051919805034497,44003,8999
849336543269576704,11827,1993
849412302885593088,16432,3318
849776966551130114,31509,8019
850019790995546112,21149,5164
850145622816686080,16867,4033
850380195714523136,13489,2754
850753642995093505,32032,9772
851224888060895234,21343,6010
851464819735769094,25035,7432
851591660324737024,16698,3645
851861385021730816,0,23
851953902622658560,0,10119
852189679701164033,11802,1665
852226086759018497,20582,7129
852311364735569921,34061,10360
852553447878664193,16828,3685
852672615818899456,15335,2258
852912242202992640,9302,1920
853299958564483072,15930,3731
853639147608842240,35735,10582
853760880890318849,29287,6050
854010172552949760,16587,3289
854120357044912130,32709,7801
854365224396361728,19324,4877
854482394044301312,29952,7137
854732716440526848,23330,6346
855459453768019968,30526,8506
855851453814013952,46239,18305
856282028240666624,28194,6523
856526610513747968,12024,1940
856543823941562368,16516,2969
857029823797047296,19223,4121
857263160327368704,20288,4652
857393404942143489,5993,1690
857746408056729600,34741,10928
857989990357356544,16338,2648
858107933456039936,15920,2990
858471635011153920,21764,4967
858843525470990336,15717,3559
859074603037188101,34270,13927
859196978902773760,90858,30912
859607811541651456,18784,1608
859851578198683649,15556,3586
859924526012018688,19738,4185
860184849394610176,16849,5958
860276583193509888,18467,3547
860524505164394496,23837,5381
860563773140209665,7574,2197
860924035999428608,0,838
861005113778896900,16836,3870
861288531465048066,17317,4229
861383897657036800,36336,10891
862096992088072192,74989,23689
862457590147678208,20678,5039
862722525377298433,17163,3582
862831371563274240,19271,5169
863062471531167744,8575,2487
863079547188785154,8811,1118
863432100342583297,23935,5338
863553081350529029,15370,4232
863907417377173506,20702,4199
864197398364647424,30266,9053
864279568663928832,14676,3073
864873206498414592,32376,8799
865006731092295680,28071,7768
865359393868664832,26527,5055
865718153858494464,25669,5672
866334964761202691,52613,14582
866450705531457537,122275,35561
866686824827068416,19331,3514
867051520902168576,32212,7921
867072653475098625,0,121
867421006826221569,16089,2522
867774946302451713,33938,7373
867900495410671616,24125,4200
868552278524837888,10100,2104
868622495443632128,26729,5396
868880397819494401,65364,14522
869227993411051520,20337,3793
869596645499047938,15896,3137
869702957897576449,28084,6354
869772420881756160,42176,10035
870063196459192321,36426,8345
870308999962521604,21691,4150
870374049280663552,82135,26184
870656317836468226,12318,2640
870804317367881728,33333,6187
871032628920680449,22480,3806
871515927908634625,20023,3438
871762521631449091,20076,3459
871879754684805121,37601,11116
872122724285648897,34078,8080
872261713294495745,33838,6280
872486979161796608,40242,8959
872620804844003328,20567,3670
872820683541237760,14549,3668
872967104147763200,27048,5366
873213775632977920,7146,1573
873580283840344065,23906,3910
874012996292530176,34156,10318
874057562936811520,22361,3919
874296783580663808,25720,4069
874680097055178752,27465,4597
875021211251597312,25129,4667
875144289856114688,21626,4871
875747767867523072,24850,4240
876120275196170240,27529,4636
876484053909872640,18504,2366
876838120628539392,20400,3300
877201837425926144,26742,5515
877316821321428993,26990,5104
877556246731214848,22400,3758
877611172832227328,0,80
877736472329191424,78574,18823
878057613040115712,41426,6724
878281511006478336,7633,1270
878776093423087618,19128,4072
879008229531029506,18699,2657
879050749262655488,22225,4651
879376492567855104,16530,3071
879415818425184262,104288,43530
879492040517615616,23075,3139
879862464715927552,21988,3445
880095782870896641,27216,4289
880221127280381952,26650,4151
880465832366813184,28096,6172
880872448815771648,20951,3753
880935762899988482,16757,2740
881268444196462592,22740,5089
881536004380872706,48683,15692
881666595344535552,49831,10498
881906580714921986,23950,3339
882045870035918850,28925,4890
882268110199369728,44279,11410
882627270321602560,27488,5988
882762694511734784,27874,4839
882992080364220416,23595,3859
883117836046086144,36615,6560
883360690899218434,22333,3640
883482846933004288,45202,9783
883838122936631299,21568,3388
884162670584377345,20046,2940
884441805382717440,26573,5560
884562892145688576,23932,4646
884876753390489601,27498,5550
884925521741709313,76229,17973
885167619883638784,21586,4303
885311592912609280,0,18247
885528943205470208,35427,6322
885984800019947520,32150,6676
886258384151887873,27555,6176
886366144734445568,20863,3143
886680336477933568,22092,4386
886736880519319552,11862,3223
886983233522544640,34601,7633
887101392804085760,30098,5862
887343217045368832,33161,10224
887473957103951883,68001,17853
887517139158093824,45566,11467
887705289381826560,29702,5291
888078434458587136,21415,3435
888554962724278272,19526,3489
888804989199671297,25156,4219
888917238123831296,28648,4413
889278841981685760,24852,5278
889531135344209921,14871,2206
889638837579907072,26736,4466
889665388333682689,47363,9873
889880896479866881,27358,4888
890006608113172480,30192,7205
890240255349198849,31409,7252
890609185150312448,27365,4197
890729181411237888,64385,18530
890971913173991426,11644,2028
891087950875897856,19922,3055
891327558926688256,39669,9185
891689557279858688,41497,8486
891815181378084864,24640,4082
892177421306343426,32729,6171
892420643555336193,38159,8349
