tweet_id,favorites,retweet_count
679503373272485890,3309,1588
679511351870550016,3534,1364
679527802031484928,2777,775
679530280114372609,4995,2219
679722016581222400,1738,501
679729593985699840,2271,880
679736210798047232,2191,851
679777920601223168,3229,1196
679828447187857408,38056,15049
679844490799091713,2490,821
679854723806179328,3011,1321
679862121895714818,2577,668
679877062409191424,2068,691
680055455951884288,17545,7620
680070545539371008,2704,938
680085611152338944,13441,9559
680100725817409536,3755,1465
680115823365742593,2848,972
680130881361686529,2404,1018
680145970311643136,3803,1871
680161097740095489,2436,788
680176173301628928,4104,1683
680191257256136705,2254,540
680206703334408192,2984,1260
680221482581123072,1523,309
680440374763077632,1525,544
680473011644985345,2675,801
680494726643068929,1800,518
680497766108381184,4446,2053
680583894916304897,3807,1445
680609293079592961,2769,768
680798457301471234,2998,1120
680801747103793152,2489,888
680836378243002368,3635,1429
680889648562991104,1854,394
680913438424612864,2512,663
680934982542561280,2187,472
680940246314430465,3384,1132
680959110691590145,4791,2139
680970795137544192,2553,715
681193455364796417,3902,1603
681231109724700672,2519,519
681242418453299201,1576,580
681261549936340994,1531,295
681281657291280384,3389,1181
681297372102656000,3364,1028
681302363064414209,4145,1962
681320187870711809,2792,811
681339448655802368,9770,4357
681523177663676416,15057,6243
681579835668455424,3724,1400
681610798867845120,2010,508
681654059175129088,2784,996
681679526984871937,1853,482
681694085539872773,13437,4346
681891461017812993,2597,888
681981167097122816,2929,1105
682003177596559360,3308,1643
682032003584274432,6925,2156
682047327939461121,3381,1036
682059653698686977,5226,1817
682242692827447297,3424,1271
682259524040966145,4392,1303
682303737705140231,3242,1072
682389078323662849,1757,503
682393905736888321,2355,733
682406705142087680,7985,1890
682429480204398592,3613,1250
682638830361513985,2164,646
682662431982772225,3204,1162
682697186228989953,1378,386
682750546109968385,1603,468
682788441537560576,2601,1199
682962037429899265,38887,17919
683030066213818368,2265,785
683078886620553216,2087,601
683098815881154561,2279,707
683111407806746624,3575,977
683142553609318400,3033,1113
683357973142474752,3088,1006
683391852557561860,8013,2568
683449695444799489,4105,1726
683462770029932544,2558,716
683481228088049664,2776,1067
683498322573824003,3340,1030
683742671509258241,6846,3570
683773439333797890,3523,1456
683828599284170753,2943,1137
683834909291606017,2763,1192
683849932751646720,2759,1052
683852578183077888,2030,377
683857920510050305,4000,1199
684097758874210310,4327,1545
684122891630342144,2097,511
684177701129875456,2123,724
684188786104872960,3663,1257
684195085588783105,2017,559
684200372118904832,2276,1108
684222868335505415,4048,1477
684225744407494656,1304,229
684241637099323392,8576,3550
684460069371654144,2081,595
684481074559381504,4072,1253
684538444857667585,2792,1028
684567543613382656,3167,1323
684594889858887680,9415,3798
684800227459624960,2854,1069
684880619965411328,2209,879
684902183876321280,1979,569
684914660081053696,3690,1567
684926975086034944,3686,502
684940049151070208,3384,1119
684959798585110529,7178,3362
685169283572338688,4315,1525
685198997565345792,2457,715
685268753634967552,3256,1296
685307451701334016,2174,472
685315239903100929,3526,1157
685321586178670592,2784,687
685325112850124800,9986,4277
685532292383666176,3200,1234
685547936038666240,34710,16821
685641971164143616,3087,834
685663452032069632,3424,1570
685667379192414208,2463,615
685906723014619143,7924,3125
685943807276412928,1716,644
685973236358713344,2222,563
686003207160610816,1918,678
686007916130873345,2610,450
686034024800862208,3285,1247
686050296934563840,2327,781
686358356425093120,2316,728
686377065986265092,2340,601
686386521809772549,3431,941
686606069955735556,1997,583
686618349602762752,3887,1456
686683045143953408,2958,860
686730991906516992,4376,1286
686749460672679938,3656,1563
686947101016735744,9064,3406
687096057537363968,2363,650
687102708889812993,2466,1063
687109925361856513,6115,2637
687124485711986689,2279,543
687127927494963200,5756,2456
687312378585812992,4589,2032
687317306314240000,21153,9801
687460506001633280,2157,584
687476254459715584,2078,572
687480748861947905,1683,261
687494652870668288,2014,614
687664829264453632,2041,548
687704180304273409,2567,896
687807801670897665,2518,753
687818504314159109,2633,1015
687826841265172480,2880,1208
688064179421470721,1817,386
688116655151435777,2974,839
688179443353796608,2224,629
688211956440801280,2346,895
688385280030670848,9772,4773
688519176466644993,2435,788
688547210804498433,2748,756
688789766343622656,2337,714
688804835492233216,1009,209
688828561667567616,1459,398
688894073864884227,2350,742
688898160958271489,2216,844
688908934925697024,2227,826
688916208532455424,2872,933
689143371370250240,2130,552
689154315265683456,3229,1074
689275259254616065,1215,263
689280876073582592,2100,770
689283819090870273,3457,1184
689289219123089408,2370,1000
689517482558820352,3568,1530
689557536375177216,2160,493
689599056876867584,12236,5922
689623661272240129,2351,691
689659372465688576,10905,4155
689661964914655233,3363,997
689835978131935233,2273,808
689877686181715968,3186,1267
689905486972461056,2562,742
689977555533848577,1442,478
689999384604450816,1500,400
690005060500217858,3859,1806
690015576308211712,2651,792
690021994562220032,2940,1107
690248561355657216,1772,438
690360449368465409,2779,955
690374419777196032,3434,922
690400367696297985,1972,485
690597161306841088,2068,646
690649993829576704,1375,300
690690673629138944,2450,855
690728923253055490,2288,553
690735892932222976,3983,1371
690932576555528194,3459,1094
690938899477221376,4353,2133
690959652130045952,3776,1344
691090071332753408,1797,359
691096613310316544,3117,952
691321916024623104,2704,707
691416866452082688,20343,8187
691444869282295808,2791,908
691459709405118465,4277,1234
691483041324204033,2497,606
691675652215414786,2048,544
691756958957883396,3042,1094
691820333922455552,4159,1773
692017291282812928,3015,1019
692142790915014657,1725,421
692158366030913536,2263,849
692187005137076224,2654,876
692417313023332352,9813,3714
692530551048294401,1939,449
692535307825213440,3366,1452
692568918515392513,4565,1646
692752401762250755,7181,3883
692828166163931137,3027,943
692894228850999298,2398,866
692901601640583168,1882,649
692905862751522816,2563,940
692919143163629568,2813,799
693095443459342336,1972,495
693109034023534592,1809,658
693155686491000832,8293,3419
693231807727280129,3010,786
693262851218264065,2347,535
693280720173801472,3539,1325
693486665285931008,1872,674
693590843962331137,5330,2113
693622659251335168,1625,397
693629975228977152,2581,854
693642232151285760,2664,445
693647888581312512,2839,635
693942351086120961,1820,395
694001791655137281,3570,1105
694183373896572928,3096,995
694206574471057408,4404,2171
694329668942569472,2111,537
694352839993344000,2144,665
694356675654983680,1584,311
694669722378485760,37569,15469
694905863685980160,2899,1001
695051054296211456,2804,840
695064344191721472,1692,641
695074328191332352,2990,1182
695095422348574720,2784,658
695314793360662529,3827,1575
695409464418041856,9083,3819
695446424020918272,4591,1940
695629776980148225,4803,2244
695767669421768709,1967,798
695794761660297217,3354,840
695816827381944320,3160,1247
696405997980676096,3384,1217
696488710901260288,2666,1107
696713835009417216,2500,690
696754882863349760,1550,381
696877980375769088,2561,761
696886256886657024,5087,1919
696894894812565505,2460,724
696900204696625153,3354,1096
697242256848379904,2642,710
697255105972801536,3174,1239
697259378236399616,3454,1067
697270446429966336,4918,1988
697463031882764288,3586,1475
697482927769255936,2547,721
697575480820686848,2148,538
697596423848730625,3191,1350
697616773278015490,3331,1084
697881462549430272,3170,1273
697943111201378304,2522,736
697990423684476929,3459,1386
697995514407682048,1606,358
698178924120031232,2946,790
698195409219559425,17608,6373
698262614669991936,4996,2146
698342080612007937,2380,1011
698355670425473025,1966,484
698549713696649216,2437,661
698635131305795584,1347,364
698703483621523456,1522,406
698710712454139905,2602,728
698907974262222848,2666,664
698953797952008193,2844,968
698989035503689728,3552,1053
699036661657767936,2741,1277
699072405256409088,3160,1266
699079609774645248,2578,703
699088579889332224,2354,670
699323444782047232,3325,922
699370870310113280,1978,469
699413908797464576,2174,662
699423671849451520,1445,353
699434518667751424,2280,543
699446877801091073,6244,2797
699691744225525762,10788,4910
699775878809702401,2063,647
699779630832685056,2919,1328
699788877217865730,2358,530
699801817392291840,3212,1027
700002074055016451,3480,1441
700029284593901568,2176,626
700062718104104960,2782,743
700143752053182464,7921,2942
700151421916807169,2355,707
700167517596164096,2783,797
700462010979500032,4349,1926
700505138482569216,2397,610
700518061187723268,2779,856
700747788515020802,24001,10010
700796979434098688,2563,1027
700847567345688576,2554,536
700864154249383937,2721,655
700890391244103680,2334,616
701214700881756160,12845,5471
701545186879471618,2795,655
701570477911896070,2970,1002
701601587219795968,2195,489
701889187134500865,3744,1471
701952816642965504,4005,1093
701981390485725185,3621,1061
702217446468493312,5050,1431
702276748847800320,2602,816
702321140488925184,3453,1101
702539513671897089,3022,1020
702598099714314240,10863,3494
702671118226825216,2309,601
702684942141153280,3375,1154
702932127499816960,2723,773
703041949650034688,27726,13412
703079050210877440,7765,3318
703268521220972544,2065,584
703356393781329922,2012,414
703382836347330562,3684,1217
703407252292673536,2574,743
703425003149250560,3989,1474
703611486317502464,4059,1620
703631701117943808,2724,739
703769065844768768,3460,1213
703774238772166656,1938,499
704054845121142784,3063,978
704113298707505153,1953,603
704347321748819968,1669,374
704364645503647744,8434,3806
704480331685040129,3569,1131
704499785726889984,3088,1067
704761120771465216,6964,3101
704819833553219584,2765,1068
704847917308362754,5364,1637
704859558691414016,2366,582
704871453724954624,4482,1186
705066031337840642,2281,645
705102439679201280,2256,545
705223444686888960,2706,863
705239209544720384,3144,804
705428427625635840,4012,1808
705442520700944385,4671,1753
705475953783398401,3101,988
705591895322394625,3324,1229
705786532653883392,2049,561
705898680587526145,2493,597
705970349788291072,3294,951
705975130514706432,3254,788
706166467411222528,5409,1719
706265994973601792,2866,982
706291001778950144,1784,499
706310011488698368,22480,8530
706346369204748288,3617,986
706516534877929472,3248,1107
706538006853918722,3624,1511
706593038911545345,2264,670
706644897839910912,2707,1169
706681918348251136,3484,1033
706901761596989440,2171,640
707014260413456384,2424,639
707021089608753152,4268,1463
707038192327901184,2302,850
707059547140169728,2704,726
707297311098011648,2899,851
707315916783140866,2599,685
707377100785885184,3442,1155
707387676719185920,3675,1389
707411934438625280,2389,638
707420581654872064,2388,739
707610948723478529,17800,6852
707693576495472641,3611,1069
707741517457260545,2616,653
707776935007539200,3441,1010
707969809498152960,2827,1034
707995814724026368,3279,1199
708026248782585858,4577,2041
708109389455101952,2026,578
708119489313951744,2812,1044
708130923141795840,3554,892
708149363256774660,4484,1643
708349470027751425,2466,788
708356463048204288,3792,1427
708469915515297792,3235,877
708479650088034305,2673,720
708711088997666817,2673,775
708738143638450176,2874,872
708810915978854401,17291,7419
708834316713893888,1775,538
708845821941387268,3121,957
709042156699303936,4985,1751
709158332880297985,2139,449
709198395643068416,2528,684
709207347839836162,13227,6227
709225125749587968,2518,609
709409458133323776,2739,740
709449600415961088,2331,626
709519240576036864,1557,256
709556954897764353,3444,1134
709566166965075968,3713,1285
709852847387627521,3670,1275
709901256215666688,706,105
709918798883774466,3126,1140
710117014656950272,5768,2123
710140971284037632,2899,954
710153181850935296,3050,953
710269109699739648,2515,1204
710272297844797440,4740,1343
710283270106132480,2235,550
710588934686908417,4767,2000
710658690886586372,2423,603
710833117892898816,2817,575
710844581445812225,2668,736
710997087345876993,4765,1486
711008018775851008,3136,662
711306686208872448,3467,780
711363825979756544,3828,1208
711652651650457602,4052,979
711694788429553666,34395,19496
711732680602345472,9312,4393
711743778164514816,2977,1049
711968124745228288,8437,2465
711998809858043904,0,134
712065007010385924,2369,667
712085617388212225,3398,516
712092745624633345,3084,957
712097430750289920,3978,1105
712438159032893441,5576,1669
712668654853337088,4351,1295
712717840512598017,12931,5334
712809025985978368,19479,7184
713175907180089344,4666,1556
713177543487135744,7537,3015
713411074226274305,4618,1375
713761197720473600,5110,1468
713900603437621249,2965,792
713919462244790272,3429,827
714141408463036416,4507,1497
714214115368108032,2374,938
714251586676113411,3420,895
714258258790387713,3147,763
714606013974974464,3794,987
714631576617938945,3420,1070
714957620017307648,4329,1513
714982300363173890,3927,1106
715009755312439296,4355,1321
715200624753819648,5353,2012
715220193576927233,2524,696
715342466308784130,3167,726
715360349751484417,5718,1679
715680795826982913,4529,1726
715696743237730304,4084,1369
715733265223708672,4888,1799
715928423106027520,3339,931
716080869887381504,7029,2048
716285507865542656,2907,1157
716439118184652801,2474,227
716791146589110272,6252,1526
716802964044845056,4471,1254
717009362452090881,3420,1038
717047459982213120,6555,2031
717421804990701568,3291,899
717537687239008257,6017,1964
717790033953034240,3019,1202
717841801130979328,2569,631
718234618122661888,4058,1069
718246886998687744,2022,532
718454725339934721,5088,1604
718460005985447936,2819,564
718540630683709445,2601,1079
718613305783398402,2550,514
718631497683582976,19770,8604
718939241951195136,5480,1875
718971898235854848,3650,1166
719332531645071360,3572,1017
719339463458033665,4617,1335
719367763014393856,2923,786
719551379208073216,5287,2051
719704490224398336,4778,1547
719991154352222208,5057,1861
720043174954147842,5131,2140
720059472081784833,4065,1200
720340705894408192,3005,1037
720389942216527872,6717,2683
720415127506415616,4316,1592
720775346191278080,2595,722
720785406564900865,3255,820
721001180231503872,2646,656
721503162398597120,4873,1994
722613351520608256,5188,1743
722974582966214656,4302,1675
723179728551723008,5541,2000
723673163800948736,3164,950
723688335806480385,8067,3176
723912936180330496,4075,1306
724004602748780546,4377,1680
724046343203856385,2786,595
724049859469295616,4524,1884
724405726123311104,5551,1757
724771698126512129,2481,685
724983749226668032,3880,1388
725729321944506368,5430,1896
725786712245440512,4360,1449
725842289046749185,7384,2829
726224900189511680,4620,1227
726828223124897792,3714,1074
726887082820554753,4015,1605
726935089318363137,7207,2612
727175381690781696,4052,1468
727286334147182592,3188,871
727314416056803329,3482,802
727524757080539137,4675,1302
727644517743104000,6171,1863
727685679342333952,3071,683
728015554473250816,4296,1164
728035342121635841,4768,1779
728046963732717569,4515,1255
728387165835677696,3843,1021
728409960103686147,5145,2143
728653952833728512,3469,1108
728751179681943552,2911,725
728760639972315136,4893,1820
728986383096946689,3310,878
729113531270991872,1976,350
729463711119904772,6077,2465
729823566028484608,4179,1322
729838605770891264,1787,410
729854734790754305,4225,1203
730196704625098752,5119,2049
730211855403241472,4009,1130
730427201120833536,3629,1111
730573383004487680,5159,2301
730924654643314689,6431,2113
731156023742988288,4022,1359
731285275100512256,3660,1050
732005617171337216,15672,5833
732375214819057664,8480,2697
